rid,question_name
3684,4 月 11 日上海新增本土确诊病例 994 例、无症状感染者 22348 例，目前情况如何？
3685,4 月 14 日上海新增本土确诊病例 3200 例、无症状感染者 19872 例，目前情况如何？
3686,4 月 12 日上海新增本土确诊病例 1189 例、无症状感染者 25141 例，目前情况如何？
3687,4 月 30 日上海新增「788+7084」死亡 38 例，连续两天无风险人群排查新增病例，情况如何？
3688,上海近一轮全市核酸筛查采样 2512 万人，结果异常 25996 人，目前当地疫情形式如何？
3689,如何看待一名上海妇女代表全上海人称「我们不要云南乡下人捐赠的蔬菜」？
3690,3M、杜邦、巴斯夫回应拒绝复工复产称「消息不属实」，目前上海情况如何？何时能开始复工复产？
3691,上海虹口区卫健委确认干部钱文雄 12 日不幸身亡，还有哪些信息值得关注？
3692,4 月 18 日上海新增本土确诊病例 3084 例、无症状感染者 17332 例，目前情况如何？
3693,如何评价上海女生找跑腿小哥为听障父亲送餐，给小哥充200元话费却被网暴小气，结果女生跳楼一事？
3694,如何看待京东上海送达时间一再延期？目前进度如何？有哪些值得关注的信息？
3695,如何评价钟南山在National Science Review发表的文章？
3696,20 日，上海两区首日达到社会面清零目标，上海本轮疫情拐点要到来了吗？
3697,7 月 6 日上海新增 32 例本土确诊病例和 22 例本土无症状感染者，目前当地疫情情况如何？
3698,上海多处抗疫物资发现是山寨货，真不怕查吗？这些产品是哪来的？
3699,上海表示「不得以等待核酸结果为由拒绝、推诿患者延误治疗」，有哪些积极作用 ？
3700,辟谣外滩长草被质疑，官方再回应称「网传『外滩长草』的图片距外滩 4 公里」，如何看待这一回应？
3701,如何看待网传上海一福利院老人未死亡被拉走，民政局回应「属实，相关部门已介入调查」？
3702,经济学家林采宜称其信用卡月账单 11.4 元被银行慰问，具体情况如何？
3703,为什么上海疫情购买的京东快递商品会延期？
3704,4 月 16 日上海新增本土确诊病例 3238 例、无症状感染者 21582 例，目前情况如何？
3705,为什么上海会变成这样？
3706,大家来说说疫情下上海的真实情况吧？
3707,5 月 5 日上海新增本土确诊 245 例、无症状 4024 例、死亡 12 例，目前疫情情况如何？
3708,作为上海疫情的亲历者，你感受过哪些来自陌生人的善意？有哪些经历想要分享？
3709,如何看待江苏建湖回应驰援上海物资被用作团购销售，称「网民将『驰援物资』理解为救援物资」？
3710,4 月 19 日上海新增本土死亡病例 7 例，其中 60 岁以下 2 人，还有哪些信息值得关注？
3711,如何看待梁万年称「动态清零是上海抗疫最佳方案」？上海市本轮疫情防控的难点在哪？
3712,网传蜂花老板含泪直播，官方回应「老板暂无时间直播，目前货源非常紧张」，如何看待此事？
3713,4 月 11 日上海已公布首批封控区、管控区、防范区三区管理名单，还有哪些信息需要关注？
3714,如何看待上海一小区（康城小区）拒京东送货？
3715,3 月 19 日上海新增本土确诊病例 17 例、无症状感染者 492 例，目前情况如何？
3716,如何看待上海大学今年毕业生游泳考试采用「线上提交理论作业」的方式进行考核？
3717,斯坦福监狱实验在现在还有指导意义吗？
3718,网友称上海一跑腿小哥接单后拖延送货并「勒索」，美团回应「正在核实」，目前情况如何？
3719,如何看待闭园近一个月的迪士尼将于 11 月 25 日重新开放？上海当地的疫情状况如何？
3720,如何看待华东师范大学给外国留学生庆祝生日?
3721,6 月 5 日 0 至 20 时上海新增社会面本土「2+1」，目前当地疫情情况如何？
3722,上海旅客在湖北一服务区上厕所被拒，官方回应称经协调已让其如厕，该如何避免此类事件的发生？
3723,媒体报道上海首次实现社会面清零，专家称「下一步重点是降低重症发病率」，还有哪些防控细节要重点注意？
3724,好人为什么不长命？
3725,口罩已经过去了，但是感觉心里憋着一股火该怎么办?
3726,2022年上海，谁敢说说疫情期间一整年你们家庭的收入和支出？
3727,新西兰来华可用抗原代替核酸，目前当地情况如何？
3728,封控期间你们胖了吗？
3729,泰国卫生部称抗疫三年共投入约 128 亿美元，目前当地情况如何？
3730,上海或Shanghai：他者？还是什么？
3731,国家疾控局解读部分优化措施「次密接的阳性检出率很低，大概是 3.1/10 万」，还有哪些信息值得关注？
3732,优化新冠肺炎疫情防控二十条措施出台后，多地取消区域全员核酸检测，哪些信息值得关注？
3733,浙江宣传称，疫情防控是为了防住病毒，不是为防住人，是「人民至上」不是「防疫至上」，有什么信息值得关注？
3734,国务院联防联控表示「落地检」与核酸全国互认不相悖，强调「科学精准地优化采样点布局」，哪些信息值得关注？
3735,11 月 14 日起石家庄「关闭市内免费核酸检测点」，市卫健委：后续还有政策发布，有哪些信息值得关注？
3736,广州发布通知，称对目前在隔的次密者解除隔离，目前当地疫情防控情况如何？
3737,如何看待病毒学家金冬雁表示，「二十条」是往可持续的防控方向走，很多人对病毒的了解还停留在武汉疫情那会？
3738,石家庄多院校紧急放假学生返乡潮上热搜，河北教育厅发函「制止自行放学生返乡行为」，还有哪些信息值得关注？
3739,石家庄致信全体市民，要充分认识优化调整防控措施不是放松防控，更不是放开、躺平，哪些信息值得关注？
3740,石家庄市委市政府致信全体市民，「全面对标对表严格执行中央优化防疫二十条措施」，当地目前防疫情况如何？
3741,北京朝阳通报称「朝阳区对核酸检测点位进行优化调整，向居住区附近布局」，目前当地具体情况如何？
3742,如何看待钟南山院士称奥密克戎进入中国后，新冠总体死亡率已接近千分之一？
3743,如何看待医生因社会混检阳性被医院处分，医生必须在院内做核酸么？两点一线、不坐公交，医生活动应该受限吗？
3744,谁可以决定采取封控措施？遇到层层加码的问题如何整治？还有哪些防疫细节需要关注？
3745,优化防控二十条发布，防疫政策调整后感染数字会不会攀升？感染的风险会不会增加？个人应做好哪些防护措施？
3746,湖南健康码上线「蓝码」以限制人员聚集，哪些信息值得关注？
3747,广州海珠重点片区近万人有疏解意愿，正有序疏解工作，目前当地疫情情况如何？
3748,11 月 28 日广东新增本土感染病例「469+7725」例，目前当地疫情情况如何？
3749,国家卫健委表示优化调整「经专家科学论证，优化后举措能缓解隔离资源紧张和流调压力」，哪些信息值得关注？
3750,如何看待媒体称「一封了之」「一放了之」都要不得，当前疫情防控有哪些难点？
3751,明确入境人员阳性判定标准为核酸检测 Ct 值，与之前的标准有哪些不同？有哪些意义？
3752,哪个国家没有老人和小孩，哪个国家能保持一直没有老人和小孩？
3753,如何评价中国地质大学（武汉）资源学院党委副书记谭文伦？
3754,如何看待北京、重庆、广州等多地披露本轮疫情重症数据，还有哪些信息值得关注？
3755,河流淹死了那么多人，为什么不把长江黄河抽干？
3756,如何看待广东多地有变化，特殊人群，可不参加「全员核酸检测」？会带来什么影响？
3757,12 月 28 日全国新增本土病例 15 例，其中辽宁 8 例、北京 7 例，目前情况如何?
3758,我国新冠病毒感染正式实施「乙类乙管」，疫情防控进入新阶段，过去三年有哪些故事让你印象深刻？
3759,网友反馈取消行程码带星后，多城出现了替代方案，还有哪些防疫信息值得关注?
3760,如果你是医生，你愿意冒险去援鄂吗？
3761,如何评价南京大学关于春季学期开学的通知？
3762,今天是第 4 个中国医师节，你对他们有什么想说的？如何让尊医成为自觉？
3763,对于抗疫剧《在一起》首发预告，你有什么感想和期待？
3764,如何看待法国数十万人抗议健康码示威游行？甚至袭警？
3765,如何看待江莎莎？
3766,山东进一步优化调整疫情防控有关政策措施，要求乘坐公共交通工具不再查验核酸阴性证明等，如何看待这一变化？
3767,防疫码退出善后工作引关注，此前地方防疫码数据有于「暗网」被拍卖等情况，公众数据应如何妥善处理、监管？
3768,香港疫情出现大量二度感染病例意谓着什么？
3769,中国战“疫”取得阶段性巨大胜利的原因有哪些？
3770,国内多地开建方舱医院，方舱医院的建设具有哪些意义？
3771,高铁停靠高风险地区要不要隔离?
3772,为什么一定要建设集成房隔离？
3773,城市含有中高风险区，但是我是该城市低风险区的，回家如何才能证明自己是来自低风险区的？行程码只显示城市？
3774,如何看待《最美逆行者》？
3775,你知道健康码绿码变黄码了怎样变回绿码吗？
3776,如何看待国务院发布的疫情防控新10条？
3777,可以分享一下你2020年的故事吗?
3778,如何看“请出示行程码”BGM？
3779,为什么扫场所码?
3780,武汉封城一周年过去了，你有什么难忘的回忆？
3781,老话“大疫不过三年”其中的道理谁来讲一讲？
3782,看sn码时显示not APPlicable?
3783,如何查看场所码扫码的记录?
3784,国务院联防联控机制将统筹抓好疫情防控和春耕生产，给我国农业发展带来哪些帮助？
3785,"为什么辽事通本人的码很亮,代人展码屏幕变暗？"
3786,粤康码自 2 月 16 日起停止部分服务，这意味着什么？
3787,有哪些方便、百搭的厨具神器和美食，解锁了你的厨艺？
3788,有哪些在家比较容易做的美食？
3789,2023 的风口在哪？
3790,疫情过后各大高校为什么不对外开放（想去学校里跑步）？
3791,如何看待「浙江等多地宣布无症状和轻症可正常上班」？哪些信息需要关注？
3792,为什么突然放开了?
3793,疫情过后真的有后遗症吗？
3794,请问六安可能要封多久？
3795,2023 年出境旅游还有希望吗？
3796,疫情之下独处异乡的中国留学生是什么样的生活状态？
3797,疫情之下的我们何去何从?
3798,如何看待本轮重庆复课？
3799,今天早上西安二维码又崩溃了，怎么办？
3800,你记忆中保定疫情之前是什么样子的？
3801,安宁市一名人员确认核酸阳性，活动路径广泛，密切接触者、次密切接触者 280 人，有哪些细节值得注意？
3802,吉林连续日新增1000+，是个什么概念？吉林现在是一个什么状态？
3803,有什么与疫情题材有关的电影值得观看？
3804,如果被通知明天隔离，应该马上准备什么？
3805,好想知道疫情之前的大学生活是什么样子的啊？
3806,如何看待北京大学医学部学生就进入本部的方式被区别对待，这是否是一种歧视？
3807,如何评价4月5日晚杭州来福士被封控？
3808,如何评价“留学生回杭州硬闯小区”这一事件?
3809,如何看待深圳一大学女生瞒着父母游遍 13 国，回国后发热被隔离？
3810,因为疫情而暂时待在了前男友家里，然后每天当着我的面和别的妹子聊天打游戏，怎么才能不恶心难受？
3811,如何看待韩国采购1亿口罩？是不是给美国买的？
3812,如何看待华东师大部分老师在疫情期间违规为留学生办生日会？
3813,新冠肺炎疫情下的德国真实现状是怎样的？
3814,1 月 4 日早上有网友反映「西安一码通」再次崩溃，真实情况如何？这可能给疫情防控带来哪些影响？
3815,在意大利华人向中国求助:“十万火急”！希望中国派一支医疗队，大家觉得该派医疗队支援意大利华侨吗？ ?
3816,长春本次疫情中你遇到了哪些让你暖心的瞬间？
3817,疫情期间，留学生不能出门、不能回国，你们都在宿舍干嘛呢？
3818,以色列禁止所有外国人入境，以防「奥密克戎」变异毒株传播，「奥密克戎」是如何传播的？传播速度有多快？
3819,如何看待西安疫情发布会记者提问隔离久了玩手机颈肩疼怎么办？为什么会提出这样的问题？
3820,疫情期间，去不了科技馆，那在家能用身边的物品做什么科学小实验呢？
3821,如何看待美国感染人数超150万？
3822,如何看待当地时间3月27日美国疫情确诊人数突破十万？
3823,疫情来袭，日本人为什么抢购卫生纸，而不是大米粮油?
3824,我想蹲一个大学生疫情期间居家上体育课的心得体会？这个怎么写？
3825,吉林现在怎么样了？
3826,大学期间不考驾照会有什么后果吗？
3827,疫情期间大家负债还不上是怎么解决的?
3828,疫情结束后，小区保安依然非常狂，晚上不给开门不让业主出小区，怎么办？
3829,疫情过后没有钱如何创业？
3830,3年疫情下来，你家发生了什么变化？
3831,疫情已经过去你对自己的生活接下来有什么好的规划呢？
3832,疫情期间老公的奶奶去世了，我不让带孩子去不对吗？
3833,板蓝根能预防流感吗？它是智商税吗？
3834,疫情期间，大家最近过得都很累吗？
3835,疫情期间你经历过最心酸的事是什么？
3836,放开之后，精神阳了怎么办？
3837,疫情期间住在朋友家就真的欠她吗？
3838,疫情过后，有什么好的创业商机?
3839,疫情过后，你身体和心理有哪些变化？是什么变化？
3840,疫情过后生活状况都有了哪些变化?
3841,大学期间没有好朋友很失败吗?
3842,疫情三年，你得到了什么？失去了什么？
3843,后疫情时代，朋友来家中看望老人该不该戴口罩？
3844,有没有业界大佬给指点一下，疫情过后那些剩余的防疫物资如隔离点生活物资帐篷、床、防护服等是怎么处置的啊？
3845,知乎的友友们 在幼儿园上班被小朋友传染阳了 在家隔离 隔离期间扣我我工资合理么?
3846,疫情过后找工作真的很难吗?
3847,疫情过后的中国，除了迷茫，还给青年人带来了什么？
3848,在街道上看到帅哥，想要联系，说什么呀?
3849,疫情过后，不想要二胎很正常啊？为什么好多人还在劝呢？
3850,后疫情下的中国旅游发展如何？
3851,随着疫情的缓解，政府应该如何安排社会经济活动？
3852,疫情过后大城市人少了好多，人都跑哪里去了？
3853,疫情过后经济能恢复吗?
3854,后疫情时代该继续搬砖还是投资?
3855,疫情后重新选择打工还是创业？
3856,疫情三年，你有哪些想法发生了变化?这些变化影响了你的哪些选择和决策?
3857,疫情过后，躺平了一年的你2023年该何去何从？我迷茫了，你呢？
3858,三年疫情，让你原来坚信的哪些对的东西（一切）到后来的改变？
3859,后疫情时代，你们想要的生活究竟是什么样的？
3860,疫情过后，如何发展？
3861,疫情后的大学生活会发生什么样的改变？
3862,疫情三年，你的钱袋子是空的还是满的？
3863,后疫情时代下的地方政府职能分析?
3864,疫情后，裁员现象普遍吗？
3865,疫情过后的经济，如何快速赚钱?
3866,疫情过去，你的生活发生了哪些变化?
3867,疫情后，大家有报复性消费吗？
3868,疫情感染后在你的身心里遗留下了什么？
3869,投资环保领域项目怎么样？
3870,疫情期间你的生活发生改变了吗？
3871,回不到疫情前的快乐了怎么办?
3872,疫情三年，对我们普通人没有优势怎么办？
3873,三年疫情以来，特别是阳康之后，大家对人生有何感慨，对未来有什么样的期待？
3874,疫情期间在家什么都没学，开学能赶上吗？
3875,疫情宅家久了，什么都不想做，只想躺着拿手机刷刷刷，该怎么办?
3876,说一下在你的记忆中，那些消失的年味?
3877,疫情后的大学生活会回到从前吗?
3878,疫情期间你家孩子好好上网课了吗？
3879,新研究指出疫情期间儿童通过远程学习掌握的知识和技能程度不足常规学年的三分之一，这一研究说明什么？
3880,疫情放开后的校园，学生应该如何注意以后的流行病？
3881,疫情三年后，我们应该怎么做?
3882,想问问大家当初说 疫情后想见的人 见到了吗？
3883,疫情前的大学生是怎么样的生活?
3884,后疫情时代我们怎么才能有所作为呢？什么方向才是我们普通老百姓的路？
3885,你“杨过”了吗？“杨康”了吗？现在还有哪些症状？
3886,Q你认为疫情可能长期与人类共存的现实背景有哪些？
3887,什么？疫情又来了？我的店怎么办？
3888,后疫情时期你生活的城市有什么新变化?
3889,疫情真的会让一个靠地吃饭的家庭吃不起饭，即将中考我该怎么办?
3890,疫情防控已放开，你的生活因疫情放开发生了哪些细微变化？
3891,疫情过后，认知的世界似乎不如昨天，无力感充斥着闲余时的日常，用什么来填充思想的溃败感？
3892,新冠病毒去哪了？
3893,疫情三年了，你身边发生最大的改变是什么？
3894,芯片销售，不外跑的，纯销售的一个公司，电销，有必要待下去吗?
3895,疫情过后，你们的收入有没有好一点？
3896,后疫情时代企业增长的30条预言心得体会应该怎么写?
3897,疫情过后总是喘不过气怎么办？
3898,现在比疫情还难，再也没有借口，生意不好，店总要找下面的负责人背锅辞退，该怎么办？
3899,疫情后你是怎样生活的？
3900,疫情后你有“报复性”地工作吗??
3901,疫情后的你们，收入还好吗？
3902,疫情过后的后遗症我今天身有体会，不知道大家的体会是什么，说说看?
3903,经历疫情以后，有没有感觉周围好多人变的很浮躁？
3904,疫情期间因为各种原因失去亲人，生不如死，大家都如何渡过？
3905,疫情期间孕妈妈们都有哪些难忘的故事？
3906,疫情结束后村里呼吁组织活动的演讲词怎么写？
3907,能不能分享疫情背景下的小说或是你自己的故事？
3908,疫情放开之后会变得快乐吗？
3909,疫情期间最适合的生存模式是什么？
3910,疫情期间遇到过那些感动的事？
3911,疫情过后的2023你们生活条件有好转么？
3912,疫情过后，你想改变以前的生活方式吗？
3913,疫情结束后你的生活有什么改变，又是你发生了那些改变？
3914,疫情结束后赚钱更容易吗?
3915,疫情过后，到底先成家还是先工作挣钱？
3916,疫情以来，一切归零，该怎么办？
3917,如果你现在穿越回疫情前，你怎么做才能让大家相信疫情的到来并做好防护？
3918,疫情过后怎么样经营好，理疗和足疗店！?
3919,疫情期间有什么值得你回忆的事或人（可能那人已经不在了）？
3920,宿舍里阳了怎么办?
3921,Q你认为我们能够为疫情长期与人类共存这一理想做出哪些努力？
3922,疫情过后，才发现贫富差距真的好大，大家怎样看待大学生之间的贫富差距啊？
3923,疫情后的生活压力更大了？
3924,人们应该怎样彻底从疫情造成的心理阴影中走出来？
3925,疫情防控期间，服装企业该怎么办？
3926,经历过第一波疫情高峰的你现在还好吗？
3927,为什么那么多人选择做Hater而不是Fighter?
3928,为什么疫情期间听不清别人讲话？
3929,为什么疫情之下，员工的积极度和忠诚度下降？
3930,郑州发布关于部分村镇银行储户被赋红码问题调查问责情况的通报，有哪些信息值得关注？
3931,河南人吕奕非法吸收400亿资金？真银行的人拿真手续搞了一套假存款系统，你怎么看?
3932,如何看待河南多名储户被赋红码，郑州回应系「大数据出问题，离豫可变绿」？如何避免健康码数据被滥用？
3933,河南禹州新民生等 4 家村镇银行案件侦办取得重大进展，具体情况如何？
3934,河南银保监局、河南地方金融监管局负责人称「村镇银行处置方案将于近期公布」，涉事银行将承担哪些法律责任？
3935,如何看待永威金桥西棠项目取得重大进展？
3936,如何看待河南村镇银行个人储户只被兜底 50 万？其他损失谁来负责？
3937,河南村镇银行储户被强行赋红码，事件后续进展如何？
3938,河南商丘民权县纠正对全域人员赋红黄码管理举措，目前情况如何？此事起到了哪些警示作用？
3939,河南省纪委监委回应接到大量赋红码问题举报问题称已转省卫健委自查，该事件后续会如何发展？
3940,如何看待河南取款难储户来郑州扫码被赋红码？
3941,如何看待第一次郑州红码事件的处理结果？
3942,郑州部分停工楼盘业主被赋红码，工作人员称「曾和银行储户有交集，转绿码需写保证书」，目前处理进展如何？
3943,郑州通报部分村镇银行储户被赋红码问题调查问责情况，有哪些值得关注的信息？
3944,河南卫健委回应来豫储户被赋红码，正调查核实，后续情况如何？
3945,7 月 25 日起河南、安徽 5 家村镇银行开始第二批垫付，对象为 10 万以下客户，如何看待该方式？
3946,为什么河南说新财富控制了银行的系统，收到的短信和电话却是银行的？
3947,河南储户红码事件的责任部门到底是谁？该分析是否有参考意义？
3948,河南省九月六级考试还能不能考成?
3949,一桩桩事件是否表明：河南并不适合居住？年轻人是否应该尽可能迁往大城市？
3950,别的村镇银行安全吗？要不要把钱取出来?
3951,河南村镇银行储户的一团「乱码」，被赋红码前，网银短信验证码已无，主要是什么原因导致的？
3952,全球日增确诊超 34 万例，美国新增 3.5 万例，印度新增 2.8 万例，国外疫情为何还如此猖獗？
3953,印度政府要求移除疫情负面信息后，推特等平台删帖近百条，对此你怎么看？
3954,为什么印度能盛产宗教，并能对外输出宗教呢？
3955,如何看待《纽约时报》质疑印度瞒报死亡病例数「真实人数是报告的2到5倍」，这意味着什么？
3956,印度疫情失控到了哪种地步？
3957,印度疫情最终会如何收场？
3958,如何看待 5 名赴越专家感染印度变异病毒，目前情况如何？
3959,印度的崛起进程是否因近期严重的疫情而遭到毁灭性打击？
3960,如何看待印度单日新增确诊突然下降，6 月 7 日 10.06 万例，降至 2 个月来最低？
3961,印度航空计划增加直飞美国航班，对此你怎么看？
3962,阿米尔汗确诊新冠肺炎，现在情况如何？印度目前疫情怎么样了？
3963,如何看待印度救护车司机在送医路上强奸19岁新冠患者?
3964,印度国大党领袖称「我们表现得就像是美国的奴隶」，有印度网友赞成「一直如此」，你有何看法？
3965,如何看待部分印度民众全身抹牛粪防新冠？这么做的原因是什么？
3966,如何看待印度女议员让民众喝牛尿防新冠「我每天都喝，所以没感染」？这是何用意？
3967,福奇建议印度全国封锁以控制疫情会有明显作用吗？为什么？
3968,如何评价2021年印度地方选举，莫迪折戟西孟加拉邦和泰米尔纳德邦？
3969,印度疫情现在是世界最严重的吗？
3970,为什么印度14亿人放开，国家还没有崩溃？
3971,不懂就问，印度现在禁止民间援助自救，这是什么迷之操作？
3972,如何看待印度恒河现浮尸原因「穷人难以承受火葬费 部分地区有河葬风俗」，对疫情控制疫会有哪些影响？
3973,如何看待知乎撤掉疫情板块?
3974,印度疫情现在到底如何？
3975,为什么像刘庸那样在印度天天吃街头小吃的人的短视频中反应的印度还挺健康的？
3976,如果让p社玩家来治理现在的印度会怎么样？
3977,我国部分城市检出印度变异毒株，这对未来的疫情防控有何种影响？我们应该注意哪些问题？
3978,如何看待印度新冠确诊人数超过800万？
3979,近日印度疫情引发人道主义危机，个人有什么很好的渠道可以为印度提供一定的经济援助呢？
3980,如何看待「印度贫民窟疫情基本得到控制」这一情况？为什么印度疫情能迅速得到控制，发达国家却大规模爆发？
3981,印度疫情有可能因为控制不住导致死亡人数上亿吗？
3982,如何看待美国宣布限制过去 14 天曾到访印度的非美国公民入境？会产生什么影响，对控制疫情有作用吗？
3983,B.1.617.2毒株相比B.1.617.1毒株是否有后来居上的趋势？
3984,新冠疫情发展下去会灭绝艾滋病毒吗？
3985,印度为什么要说谢谢？
3986,如何看待拜登称「一旦当选，便将停止与中国的贸易战」？
3987,为什么国外疫情如此严重，还有很多人出国留学？
3988,为什么欧美的人遇到危机喜欢抢厕所卫生纸？
3989,如何看待胡锡进呼吁中国短时间内把核弹头增至千枚?
3990,疫情下，体制内到底有多香？
3991,如何看待北大国发院教授卢锋称「4月青年失业率中国已远超美欧」？
3992,如何看待塞尔维亚总统近乎哽咽着请求中国帮助？
3993,常州以后会怎么样？
3994,核酸阳性检测率回升，是否意味着新冠疫情会卷土重来？如何提前做好准备以应对疫情可能「回升」的情况？
3995,男朋友要来见我，我不让他来，这样对吗？
3996,这几年，你的朋友圈子发生了什么变化？
3997,如何看待湖北咸宁填埋6000公斤竹鼠蛇类?
3998,疫情过后，会有很多人离开上海吗?
3999,疫情这几年让你明白了什么，生活有哪些影响？
4000,疫情过后有哪些行业崛起？
4001,2021 年我国初婚人数跌破 1200 万，为 37 年来新低，哪些原因造成？会产生什么影响？
4002,封了这么多天，武汉人还有钱吗？
4003,我们是惠州北站的防疫人员，大家工作了快三个月拿不到一分钱工资，怎么办？
4004,美国人真的那么傻吗？
4005,囤货选挂面和方便面，哪个更健康？
4006,国务院联防联控机制发布公众佩戴口罩指引，提到学校师生在校期间、室外场所等可不戴口罩，哪些信息值得关注？
4007,三个月没开学的大学宿舍现在什么样了？
4008,如果是奥巴马来处理这次疫情，他会比川普优秀得多吗?
4009,为什么唯独是美国疫情增长速度这么快？
4010,2020全国卷高考作文关于疫情的概率是多少？
4011,五月初大学能开学吗？
4012,如何看待纽约无人岛埋尸，两名摄影师先后被警方告上法庭？
4013,哈尔滨 3 只猫两次核酸呈阳性，已依法执行安乐死，还有更好的处理方式吗？
4014,老婆怀孕8个月，阳了。和老婆分居合适么？
4015,为什么「世界上最强大的国家」，在应对新冠肺炎疫情的时候却表现得最糟糕？
4016,如何看待 6 月 17 日 天津新增1例本土病例，发病前 14 天无外出史和接触史？
4017,大学封闭式管理有什么合理的请假理由吗?
4018,23日起武汉城市公交、地铁、轮渡、长途客运暂停，机场、火车站离汉通道暂时关闭，各方该怎样一起渡过难关？
4019,今年有可能放宽回国政策吗？
4020,胡锡进称「北京台女记者住那个单间，还拍出来，我觉得是年轻记者缺少经验」，如何看待此言论？
4021,如何看待蒙牛乳业发布的「全力抗疫的同时请善待你的公司」这一言论？是否妥当？
4022,清华教授建议向受疫情影响百姓直接发现金，这一举措能稳住未来的消费吗？
4023,美国肯德基无鸡可炸，麦当劳、星巴克等店原材料供应短缺，为何会出现这种情况？快餐连锁企业会受到哪些影响？
4024,媒体探访疫情下的乡村，发现部分乡村老人不知新冠，只当是「感冒」，乡村如何「扛住」返乡大潮带来的影响？
4025,如何评价孙俪邓超夫妇在此次疫情中捐款三十万，仍遭到网友的责骂？
4026,曹德旺称「我们一定要警惕疫情后全球产业链去中国化」，他的「预测」会有多大概率成真？
4027,如何看待全国多地发出「非必要不返乡」倡议，提倡「就地过年」？今年你会回家过年吗？
4028,如何看待一位农民工在东莞图书馆留言「虽万般不舍，然生活所迫，余生永不忘你」？
4029,如何看待韩红爱心慈善基金会暂停接受善款：数额过大执行能力有限？
4030,有没有人能够分析推测出沈阳疫情尹老太太怎么想的？
4031,官方回应石家庄取消全员核酸检测，不要求全员，只对重点人群及重点工作岗位施行核酸检测，哪些信息值得关注？
4032,「丢垃圾前先消杀」刷屏，因许多清运人员是老人更弱势，病毒离开人体后能存活多久？如何更科学有效消杀？
4033,湖北孝感一家三口打麻将被志愿者砸了麻将桌，志愿者的行为触犯了哪些法律？
4034,我是一名留学研究生，鉴于欧美现在的疫情情况我该不该回国？
4035,怎么看待部分大学生称疫情偷走了青春？
4036,西安卫健委主任向流产孕妇鞠躬道歉，此类事故该如何避免？
4037,京东最近是不是出问题了？总是疫情原因，物流也不更新了？
4038,你在这次疫情中学会了什么?
4039,如果学校通知你明天就返校上学，你会怎么做？
4040,拿到英国offer后父母因为资金和疫情的原因不让我去了，怎么办？
4041,"如何评价农民因苗烧死了在地里干活,被训斥:疫情期间拘留3个月罚款4000?"
4042,一中国旅客抵达韩国后新冠检测呈阳性，拒绝隔离半路潜逃，如何看待此事？将产生哪些影响？
4043,你在平时为孩子囤了哪些东西，在这次疫情期间派上了大用场？
4044,如何看待胡锡进表态：反对嘲弄欧美遭难国家，反对自我膨胀？
4045,沈阳确诊病例家属信息泄漏被网络人肉，称「受害还遭二次伤害」，疫情下该如何保障个人隐私？
4046,本地已经阴性清零了，快递有望在两周内恢复吗？
4047,如何看待外卖小哥因疫情封校无法送餐到宿舍楼下后，遭大学生短信辱骂？
4048,终于复工了，宅在家的一个月哪件事让你最有收获？
4049,如何看待有消息称民航局“五个一”政策将延长到十月?
4050,如何看待上海小区门口当街摔活鱼，当地居委称「上报的是冷鲜鱼，活鱼不能进小区 」，还有哪些信息值得关注？
4051,有考生呼吁考研延期，今年考生如期参与考试有哪些困难?
4052,如何看待暨南大学南校区禁止快递入校内的菜鸟驿站，需走二十分钟左右到南门堆积取快递的现象？
4053,投出去的简历石沉大海，半个月只有两家面试邀约，正常吗？
4054,三亚「阳康」扎堆，一住客十八万一晚的酒店已住 1 个月，「报复性消费」来了吗？
4055,如何看待成都确诊病例 20 岁孙女被「网暴」，确诊前出入多家酒吧，个人信息曝光，被调侃为「转场皇后」？
4056,疫情结束后，全国男生的发型会是什么样子呢？
4057,如果国家要在六月解决留学生回国问题，困难是什么？应当怎样实施？
4058,如何看待胡锡进称「老百姓生活被封控扰乱，发泄情绪又何妨 」？疫情期间如何调整自身的心态？
4059,新冠如果长期存在的话，如何解决现有医疗资源的挤兑问题？
4060,如何看待彭博社发布「疫情下宜居地区排名」，新西兰、日本、台湾省排前三，中国排名第8，美国排第18？
4061,从香港和台湾放开后的经验看，普通人如何挺过第一波疫情冲击？
4062,如何看待美最大肉类加工商警告：食品供应链正在中断？
4063,省考今年申论会考疫情相关问题吗？
4064,如何看待“豌豆公主病的日常”黄婧 对于国外和国内的医疗系统完全两个态度？
4065,如何看待作家方方的《武汉日记》英文版在亚马逊预售？
4066,写有关防疫情的作文可以取什么新颖别致生动题目？
4067,媒体报道上海解封后不见「报复性消费」 ，经济复苏步伐缓慢，哪些信息值得关注？
4068,大爷没有手机无法出示健康码，半月徒步千里露宿公园 ，反映出什么现象？有没有更好的解决方式？
4069,如何看待「上海婴幼儿被单独隔离哭闹」，上海妇联回应「已在协调过程中 」？还有哪些问题值得关注？
4070,大学现在开学合适吗？
4071,台湾地区宣布，明年起大陆来台旅客须进行 PCR 检测，并配合7天自主防疫及自我筛检，如何看待该举措？
4072,辉瑞与多国政府订的疫苗购买合同遭曝光：抵押银行储备、军事基地等国有资产，辉瑞的做法合理吗？
4073,如何评价衡水中学正月初五秘密开学？
4074,1 月 4 日河北新增 14 例本地确诊病例，石家庄一村庄升为高风险，当地疫情防控情况如何？
4075,已经开学的同学们是什么体验？
4076,以张文宏医生在三年抗疫中为十四亿人做出的杰出贡献，张文宏医生能不能算作当今世界的圣贤？
